"txt_cleaned","incivility","DIC","doc"
"雖然我幾鐘意am730但係對佢一樣野唔太滿意,就好似h1n1咁,佢居然將台灣拚入中國大陸,報紙咁樣寫: 確診國家地區:<U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0><U+00A0>中國(包括台灣): xx宗但係根住又出現:<U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0> <U+00A0><U+00A0><U+00A0>香港: xx宗眾所周知, 台灣現時仍然同大陸係2個唔同政權, 主權已經移交中國的香港喺個表尚且係獨立一項, 但係居然夾硬將台灣痴埋大陸度。",0,0,"雖然 我 幾鐘意 但係 對 佢 一樣野 唔 太 滿意 就 好似 咁 佢 居然 將 台灣 拚入 中國大陸 報紙 咁樣 寫 確診 國家 地區 中國 包括 台灣 宗 但係 根住 又 出現 香港 宗 眾所周知 台灣 現時 仍然 同 大陸 係 個 唔同 政權 主權 已經 移交 中國 的 香港 喺 個 表 尚且 係 獨立 一項 但係 居然 夾硬 將 台灣 痴埋 大陸 度"
"因為你真係只係屌佢嘛",1,1,"因為 你 真係 只係 屌 佢 嘛"
"咁支持祖国又用iphone?",0,0,"咁 支持 祖国 又 用"
"天才與白痴,只差一線.",0,0,"天才 與 白痴 只差 一線"
"和7佢老母個西！快1-1！",1,1,"和 佢老母 個西 快"
":lol恐佈份子自承責任～police拉得！！！",0,0,"恐 佈 份子 自承 責任 拉得"
"啲狗夠膽咪上嚟寶馬山囉",2,0,"啲 狗 夠膽 咪 上嚟 寶馬山 囉"
"前線不嬲和平 係黑警扮示威者所有暴行都係黑警做咖",2,1,"前線 不嬲 和平 係 黑警 扮 示威者 所有 暴行 都係 黑警 做咖"
"屌你老味有咩權，查身份證呀",1,1,"屌你 老味 有咩 權 查 身份證 呀"
"班暴徒識驚，已經揾咗消防員救熄咗d火，現在又怕被拉，扯住亞中大段校長，叫佢同警方講數，正一冇膽匪類;p:lol:",2,1,"班 暴徒 識驚 已經 揾 咗 消防員 救 熄咗 火 現在 又怕 被拉 扯住 亞 中大 段 校長 叫佢 同 警方 講數 正一 冇膽匪類"
"成班死賤種之後想吹捧點救國",1,1,"成班 死 賤種 之後 想 吹捧 點 救國"
"賤共思維洗腦，為錢可以不擇手段",2,1,"賤 共 思維 洗腦 為錢 可以 不擇手段"
"好似套「黑社會」入面嘅 jimmy 仔，你估你話想唔玩就唔玩呀？",0,0,"好似 套 黑社會 入面 嘅 仔 你估 你 話 想 唔玩 就 唔玩 呀"
"如果有藍絲爬梯撕紙 一唔小心撞跌條梯點算",0,0,"如果 有 藍絲 爬梯 撕紙 一唔小心 撞跌 條梯 點算"
"大家要記住責任在林鄭 唔好睇完佢個記者會比佢分化和平示威；200萬人視若無物勇武抗爭； 被社會譴責 我明和理非既人未必認同勇武手段但要記住 兩派系人目標一樣 五大訴求只有兩邊合作才能有機https://www.facebook.com/hkjuicynews/videos/650443418428542/只要唔割 我夠膽學三哥講 政府 就贏既機會係零",0,0,"大家 要 記住 責任 在 林鄭 唔好 睇完 佢個 記者會 比佢 分化 和平 示威 萬人視 若 無物 勇武 抗爭 被 社會 譴責 我明 和 理非 既人 未必 認同 勇武 手段 但要 記住 兩 派系 人 目標 一樣 五大訴求 只有 兩邊 合作 才能 有機 只要 唔 割 我 夠膽 學三哥講 政府 就贏 既 機會 係 零"
"蘇格蘭住就麻麻，環境天氣差、",0,0,"蘇格蘭 住 就 麻麻 環境 天氣 差"
"都係睇中國到時點姐萬一到時中國肯做美國隻狗聽曬話你估仲有冇人記得乜撚野法案美國做野都係睇利益真心覺得多謝既都無妨既但覺得人地出發點就係為左幫香港/叫埋人做老豆同契爺就好撚好笑",1,1,"都係 睇中 國 到時 點姐 萬一 到時 中國 肯做 美國 隻 狗 聽 曬 話 你 估 仲有 冇人 記得 乜撚野 法案 美國 做野 都係 睇 利益 真心 覺得 多謝 既 都 無妨 既 但 覺得 人地 出發點 就係 為左 幫 香港 叫埋 人 做 老豆 同 契爺 就 好撚 好笑"
"就單純軍事方面來講，給中國提供了一次摸底的機會，水紋資料、海底地理等。就國際救援來講，故事發生在誰家的海域，原則上那一家就必須全力去救援，原本事發海域不是越南領海的，但幾天來那裡一直找不到什麼，現在所有救援隊開始擴大搜索範圍，在國際目光下，在人道主義的言論之下，越南也只好強裝笑臉”大方”起來。",0,0,"就 單純 軍事 方面 來講 給 中國 提供 了 一次 摸底 的 機會 水紋 資料 海底 地理 等 就 國際 救援 來講 故事 發生 在 誰家 的 海域 原則上 那 一家 就 必須 全力 去 救援 原本 事發 海域 不是 越南 領海 的 但 幾天 來 那裡 一直 找不到 什麼 現在 所有 救援隊 開始 擴大 搜索 範圍 在 國際 目光 下 在 人道主義 的 言論 之下 越南 也 只 好強 裝 笑臉 大方 起來"
"一車車運去燒媒發電廠做燃料好d，廢物利用嘛",0,0,"一車車 運去 燒媒 發電廠 做 燃料 好 廢物 利用 嘛"
"習曱甴甴近平",2,1,"習 曱甴 甴 近平"
"帶大粟子又賺一筆",0,0,"帶大 粟子 又賺 一筆"
"一直都咁勇敢",0,0,"一直 都 咁勇 敢"
"祝所有黑警爛j",2,1,"祝 所有 黑警 爛"
"處理得好過美孚將12呎長海海鰻那個人渣多多聲:",1,1,"處理得 好過 美孚 將 呎 長海 海鰻 那個 人渣 多多聲"
"議員又叫人走 屌",1,1,"議員 又 叫人 走 屌"
"攪炒，我就係要呢啲我要全部人一齊冇得去",0,0,"攪炒 我 就 係要 呢啲 我要 全部人 一齊 冇得 去"
"又一個四眼公民黨廢青！",2,1,"又 一個 四眼 公民黨 廢青"
"皇大仙加油",0,0,"皇 大仙 加油"
"涉嫌組織或參與「35+初選」被控「串謀顛覆國家政權罪」的47名攬炒政棍，其中15疑犯前晚被國安法指定法官、總裁判官蘇惠德批准保釋。最奇怪嘅就是部分被捕人士嘅fb專頁昨日（5日）突然消失，包括早前宣布退出公民黨的楊岳橋、譚文豪、郭家麒、鄭達鴻、李予信，以及觀塘區議員李嘉達等人.........",2,1,"涉嫌 組織 或 參與 初選 被控 串謀 顛覆 國家 政權 罪 的 名 攬炒 政棍 其中 疑犯 前晚 被 國安法 指定 法官 總裁 判官 蘇惠德 批准 保釋 最 奇怪 嘅 就是 部分 被捕 人士 嘅 專頁 昨日 日 突然 消失 包括 早前 宣布 退出 公民黨 的 楊岳橋 譚文豪 郭家麒 鄭 達 鴻 李 予 信 以及 觀塘 區議員 李嘉達 等人"
"呢班廢青，錢又要攞，面又要比，第時佢地出黎做野，老細本來想加二百蚊，而家加三百蚊，又要老細道歉嗎？:",2,1,"呢班 廢青 錢 又 要攞 面 又要 比 第時 佢地 出黎 做野 老細 本來 想加 二百 蚊 而家 加 三百 蚊 又要 老細 道歉 嗎"
"文宣密密做 落場手足可唔可以都幫幫手黑狗屌老母https://lih.kg/1442071- 分享自 lihkg 討論區",3,1,"文宣 密密 做 落場 手足 可唔可以 都 幫幫手 黑狗 屌 老母 分享 自 討論區"
"應該話一子錯滿盤皆落索....不過唔係有呢次佔領,大家都唔會領悟到唔立23條原來會有咁既後果....千古罪人留返俾戴妖....",2,1,"應該 話 一子錯 滿盤皆落索 不過 唔係 有 呢次 佔領 大家 都 唔會 領悟 到 唔立 條 原來 會有 咁既 後果 千古罪人 留返 俾 戴妖"
"畜牲，正x街，香港要有死刑！",1,0,"畜牲 正 街 香港 要有 死刑"
"真民主和犯淫白人主子假民主，二選人，當然不學黃c做白人隻狗啦",2,1,"真民主 和 犯淫 白人 主子 假民主 二 選人 當然 不學 黃c 做 白人 隻 狗 啦"
"咪就係垃圾黑暴示威者",3,1,"咪 就係 垃圾 黑暴 示威者"
"訪問200人已經具學術價值;p",0,0,"訪問 人 已經 具 學術 價值"
"依個尾刀令呀",0,0,"依個 尾刀 令 呀"
"真係想搞環保係要返返去殖民時代反殖民發展得太早，呢家d 生番國家不撚停生仔一個人既出生，都夠你搭n次飛機建議歐洲先除左膠，後再殖民非洲、亞洲，聯手ko俄佬咁先有望可以淨化地球",3,1,"真係 想 搞 環保 係要 返返去 殖民 時代 反 殖民 發展得 太早 呢家 生番 國家 不 撚 停 生仔 一個 人 既 出生 都 夠你 搭 次 飛機 建議 歐洲 先除 左膠 後 再殖民 非洲 亞洲 聯手 俄佬 咁 先 有望 可以 淨化 地球"
"正常人點會望住個電視重複報警，你有咁做呀？",0,0,"正常人 點會 望住 個 電視 重複 報警 你 有 咁做 呀"
"快d報驚啦",2,0,"快 報 驚啦"
"好明顯刷存在感，垃圾過氣歌手！",0,0,"好明顯 刷 存在感 垃圾 過氣 歌手"
"支持強制全部dc9去驗既措施",2,0,"支持 強制 全部 去驗 既 措施"
"仲有秋刀魚:lol...星期日又有牛肉球:",0,0,"仲有 秋刀魚 星期日 又有 牛 肉球"
"支爆要開始了，唔知點解好期待佢爆到屍橫遍野",0,0,"支爆 要 開始 了 唔知 點解 好期待 佢 爆到 屍橫遍野"
"與曱甴為伍，同為畜牲，無人性！希望有朝一日，黑記同曱甴互隊！:",2,1,"與 曱甴 為伍 同為 畜牲 無 人性 希望 有朝一日 黑記 同 曱甴 互隊"
"傻既，呢個世界點會只有黃同藍。唔知幾時開始d人就變成非黃即藍，搞到好似台灣咁。呢個世界應該係多元同包容既，咁淺窄既視野點做到大事？咁唔通你個大老細支持黃絲咁你又小佢咩？",0,0,"傻既 呢個 世界 點會 只有 黃 同 藍 唔知 幾時 開始 人 就 變成 非黃 即 藍 搞到 好似 台灣 咁 呢個 世界 應該係 多元 同 包容 既 咁淺 窄 既 視野 點做 到 大事 咁唔通 你 個 大 老細 支持 黃絲 咁 你 又 小佢 咩"
"梗係比原本個毒品賣家篤啦毒品大拆家話跟原本有122kg點解而家你話搜出120kg架你咁寫我會比大佬以為我落架死都唔撚簽120kg啦結果咪捉到有人私賣",1,1,"梗係 比 原本 個 毒品 賣家 篤 啦 毒品 大 拆家 話 跟 原本 有 點解 而家 你 話 搜出 架 你 咁寫 我 會比 大佬 以為 我 落架 死 都 唔撚 簽 啦 結果 咪 捉到 有人 私賣"
"贏個爛鬼區選就停囉  林奠都仲未死",2,1,"贏個 爛鬼 區選 就 停 囉 林奠 都 仲未 死"
"我真係好驚你地啲腦殘喪屍黃衛兵批鬥呀，蠢過隻豬比人點去做暴徒，仲學人講真理理想，入度赤柱坐埋同一個倉個陣慢慢講喇",3,1,"我 真係 好驚 你地 啲 腦殘 喪屍 黃衛兵 批鬥 呀 蠢過 隻 豬 比人 點去 做 暴徒 仲 學人 講真 理理 想 入度 赤柱 坐埋 同一個 倉 個陣 慢慢 講喇"
"其實就真係好正常。。",0,0,"其實 就 真係 好正常"
"恭喜甴曱",2,1,"恭喜 甴曱"
"呢個project邊個搞一d政治常識都冇一個政府寫首歌屌鳩自己既市民仲要用bot厄正評好cheap",1,1,"呢個 邊個 搞 一 政治 常識 都冇 一個 政府 寫 首歌 屌鳩 自己 既 市民 仲要 用 厄 正評 好"
"糾咩察啊,:",0,0,"糾 咩 察 啊"
"古代去到中世 生仔一向都係好危險既事唔係個細既感染死就係個老母失血感染死生六個可能得兩個成人到十零歲幼幼就中出到生到條仔唔想生先停架啦羅馬天主教係一夫一妻制 更加要係咁屌西先得",1,1,"古代 去到 中世 生仔 一向 都係 好 危險 既事 唔 係個細 既 感染 死 就係 個 老母 失血 感染 死生 六個 可能 得 兩個 成人 到 十零歲 幼幼 就 中 出到 生到 條仔 唔想 生先 停架 啦 羅馬 天主教 係 一夫一妻 制 更加 要 係咁 屌西 先得"
"又係黨鐵 有人仲落閘on99",0,1,"又係 黨鐵 有人 仲 落閘"
"民陣 都變咗 民震 ！ ??????",2,1,"民陣 都 變咗 民震"
"你問我咁心態點同佢鬥我想講共匪同黑警咁廢點同美國/真正有謀略既人鬥收工啦 唔on9唔做 係廢又唔認",3,1,"你問 我 咁 心態 點 同佢 鬥我 想講 共匪 同 黑警 咁廢 點同 美國 真正 有 謀略 既人鬥 收工 啦 唔 唔做 係 廢 又 唔認"
"個旁述係咪on9噶??????:",1,1,"個 旁述 係咪 噶"
"睇都唔駛睇拉",0,0,"睇 都 唔駛 睇 拉"
"blackmail blacklist 呢啲字死撚硬啦遲早要改",1,1,"呢啲 字 死撚 硬 啦 遲早 要 改"
"無事嘅，佢啲打手已出動，但無恥到話自己已投共，dklm,<U+00A0><U+00A0>為筍工去到幾盡都得！",1,1,"無事 嘅 佢 啲 打手 已 出動 但 無恥 到 話 自己 已 投共 為 筍工 去到 幾盡 都得"
"主因黑警狗仔隊在網上收晒風，然後部署濫捕狅打！????有藍屍癈佬被燒??，林奠立即笑淫滛出呢攞彩??????????！跪求前線手足一定要將所有行動保密，出奇不意，做嘢要食腦，以防支共翻盤，對唔住死傷殘手足！??????屌哂冷血軍師??????立即停止叫人送頭！",3,1,"主因 黑警 狗仔隊 在 網上 收晒 風 然後 部署 濫捕 狅 打 有 藍屍 癈 佬 被燒 林奠 立即 笑淫 滛 出 呢 攞彩 跪求 前線 手足 一定 要將 所有 行動 保密 出奇不意 做嘢 要 食腦 以防 支共 翻盤 對唔住 死 傷殘 手足 屌哂 冷血 軍師 立即 停止 叫人 送頭"
"差d睇錯陳可辛",0,0,"差 睇錯 陳可辛"
"其實係咪吹夠四十萬, 一百萬, 李最淫同犯民就夠膽跨過羅湖橋上大陸推翻中共呢?:",2,1,"其實 係咪 吹夠 四十 萬 一 百萬 李 最淫 同 犯民 就 夠膽 跨過 羅湖橋 上大陸 推翻 中共 呢"
"yes，黑衣暴徒系畜生。",3,1,"黑衣 暴徒 系 畜生"
"我不清楚他們是否一早已有撤離計劃但我會支持他們事後逃離內地",0,0,"我 不清楚 他們 是否 一早 已有 撤離 計劃 但 我會 支持 他們 事後 逃離 內地"
":睇下歷史書維基下都知但係佢地打緊恐怖組織,咁比力,唔係而家計呢d下嘩我唔撚中意美國,但係如果美國真係用力去打恐怖組織至少我會覺得佢好有吉士,希望佢打得贏美國佬同is玩左幾咁,我真係知佢做過d乜野而家俄佬終於出手啦一出手就話左比大家知美國佬無能用唔明點解會唔支持俄羅斯你要老屈其他人係打手既就老屈啦我可以話你知,好多人係有眼,明白大義既你同d黃絲帶唔反共就打成五毛有乜分別",3,1,"睇下 歷史書 維基 下 都知 但係 佢地 打緊 恐怖組織 咁 比力 唔係 而 家計 呢 下嘩 我 唔撚 中意 美國 但係 如果 美國 真係 用力 去 打 恐怖組織 至少 我會 覺得 佢 好 有吉士 希望 佢 打得贏 美國佬 同 玩左 幾咁 我 真係 知 佢做 過 乜野 而家 俄佬 終於 出手 啦 一 出手 就 話左 比 大家 知 美國佬 無能用 唔明 點解 會 唔支持 俄羅斯 你 要 老屈 其他人 係打手 既 就 老屈 啦 我 可以 話你知 好多人 係有 眼 明白 大義 既 你 同 黃絲帶 唔反 共 就 打成 五毛 有乜分別"
"馬面女曱甴同侏儒黑曱甴:",2,1,"馬面 女 曱甴 同 侏儒 黑 曱甴"
"尾狗、尾媒真正係死仆街！",3,1,"尾狗 尾 媒 真 正係 死仆街"
"直接指出事實，愚味既台蛙人就係唔明",2,1,"直接 指出 事實 愚味 既 台蛙 人 就係 唔明"
"曱甴攬炒成功啦！其實有冇肺炎，佢哋最終都係想搞到香港咁，6成市民支持<U+35CE>嘛，香港仆街係遲早問題唧！全部出嚟抗爭唔好返工了！:",3,1,"曱甴 攬炒 成功 啦 其實 有冇 肺炎 佢哋 最終 都係 想 搞到 香港 咁 成 市民 支持 嘛 香港 仆街 係 遲早 問題 唧 全部 出嚟 抗爭 唔好 返工 了"
"right ？一早睇呢條垃圾唔順眼人地759 boss rip咗一陣即刻講撚埋弱智風涼話裝修到條友破產啦",1,1,"一早 睇 呢條 垃圾 唔順眼 人地 咗 一陣 即刻 講 撚 埋 弱智 風涼話 裝修 到 條友 破產 啦"
"用黎走佬去英國",0,0,"用黎 走佬 去英國"
"去就去走就走，又駛乜大做新聞話果度幾好幾好。",0,0,"去 就 去走 就 走 又 駛乜 大做 新聞 話 果度 幾好 幾好"
"不獲中央接納???: 九成為換而換,搵埋啲垃圾中間派。",0,0,"不獲 中央 接納 九 成為 換而換 搵埋 啲 垃圾 中間派"
"而家應該係洗米華最勁？",0,0,"而家 應該係 洗米華 最勁"
"其實與其咁樣鳩嗌 不如同對面樓傾下計好過好似無咁悶 當識多個朋友",1,1,"其實 與其 咁樣 鳩嗌 不 如同 對面 樓 傾下計 好過 好似 無 咁悶 當識 多個 朋友"
"啲香港黑警做嘜都唔使負責,蒙臉,無委任証,無黑警編號,去打劫又得,扮人又得,無法無天",2,1,"啲 香港 黑警 做 嘜 都 唔使 負責 蒙臉 無 委任 証 無 黑警 編號 去 打劫 又得 扮人 又得 無法無天"
"何以 這土地 淚再流皆因漢奸共匪多",2,1,"何以 這 土地 淚 再流 皆因 漢奸 共匪 多"
"食紅豆軍艦同腸仔軍艦先係識食",0,0,"食 紅豆 軍艦 同 腸仔 軍艦 先係 識食"
"香港男人根本天生係輸家，就算有錢仔父幹l都咁話。大家都話一定係男的錯，女的係無辜，係受害者。其實想講，部分香港女性就係咁，去蒲俾個有錢仔執就周圍晒命，俾鬼佬執就屎眼都幫人奶埋，俾個窮鬼執就告人老強。男人攪女，就一定係港男錯，香港男性就係變態咸濕，鬼佬有錢佬就叫風流，其實實情係男既失錢失名譽，女的失身，大家損失都有，男的無左精液，女的無左精力。唯一可以算係既，就只有下體接觸磨擦同體液交換，而性需要其實男女都有，呢樣野根本大家有份享受(已經唔計傳說中既女性性高潮時間比男性長好多，當然，女人要r著數時，就會講成性係女人蝕底女人單方面付出，「我有畀你d架」)，所以其實唔算得到d乜，只係滿足雙方都有既需求，同一齊食餐飯冇分別(當然，埋單畀錢就......女人唔願食既豬頭骨就......)所謂「男人唔可以窮」，香港男女平等，就算女的當初無反抗，雙方你情我願，在香港男的無坐七年八年都起碼三年走唔甩。所以在香港唔好咁傻黏埋部分香港女性度，朋友都唔好做。唔係有身體接觸就以為有好多人對自己有非分之想，中哂公主痛：自視過高。",0,1,"香港 男人 根本 天生 係 輸家 就算 有錢仔 父幹 都 咁話 大家 都話 一 定係 男 的 錯 女 的 係 無辜 係 受害者 其實 想講 部分 香港 女性 就 係咁 去蒲 俾個 有錢仔 執就 周圍 晒命 俾 鬼佬 執就 屎眼 都 幫人 奶埋 俾個 窮鬼 執就 告人 老強 男人 攪女 就 一 定係 港男 錯 香港 男性 就係 變態 咸濕 鬼佬 有錢佬 就 叫 風流 其實 實情 係 男 既 失錢 失 名譽 女 的 失身 大家 損失 都有 男 的 無左 精液 女 的 無左 精力 唯一 可以 算係 既 就 只有 下體 接觸 磨擦 同 體液 交換 而 性需要 其實 男女 都有 呢樣野 根本 大家 有份 享受 已經 唔計 傳說中 既 女性 性高潮 時間 比 男性 長 好多 當然 女人 要 著數 時 就會 講成 性 係 女人 蝕底 女人 單方面 付出 我 有 畀你 架 所以 其實 唔算 得到 乜 只係 滿足 雙方 都有 既 需求 同 一齊 食餐飯 冇分別 當然 埋單 畀 錢 就 女人 唔願 食既 豬頭骨 就 所謂 男人 唔可以 窮 香港 男女平等 就算 女 的 當初 無 反抗 雙方 你情我願 在 香港 男 的 無 坐 七年 八年 都 起碼 三年 走唔甩 所以 在 香港 唔好咁傻 黏埋 部分 香港 女性 度 朋友 都 唔好 做 唔係 有 身體 接觸 就以 為有 好多人 對 自己 有 非分之想 中 哂 公主 痛 自視過高"
